"elderly_id","name","age","zipcode","city","state","needs"
166,"Bennett, Mikayla",95,4123,"Portland","ME","Gardening, Mental wellness support (non-clinical), Companionship (social activities), Assistive technology training, Tech support (computers, phones), Fall prevention assistance, Walking/exercise assistance, Gardening, Music and entertainment, Legal assistance referrals"
167,"Leber, Anthony",85,80863,"Woodland Park","CO","Grocery shopping, Financial management assistance (budgeting), Financial management assistance (budgeting), Grocery shopping, Legal assistance referrals"
168,"Lee, Shraya",77,38302,"Jackson","TN","Arts and crafts activities, Housekeeping, Home safety assessments, Home safety assessments, Tech support (computers, phones), Travel companionship, Tech support (computers, phones), Playing games (cards, board games), Travel companionship, Tech support (computers, phones)"
169,"Newman, Sage",67,27713,"Durham","NC","Grocery shopping, Errands (post office, dry cleaning), Home maintenance (minor repairs), Errands (post office, dry cleaning), Tech support (computers, phones), Assistive technology training, Volunteer coordination, Pet care, Mental wellness support (non-clinical), Accessibility modifications (home)"
170,"Kleyman, Jessica",68,19146,"Philadelphia","PA","Companionship (social activities), Personal care (dressing, bathing - non-medical), Personal care (dressing, bathing - non-medical), Social event planning, Reading aloud (books, newspapers), Tech support (computers, phones), Errands (post office, dry cleaning), Assistive technology training, Housekeeping, Legal assistance referrals"
171,"al-Awan, Aqeel",76,67482,"Talmage","KS","Reading aloud (books, newspapers), Walking/exercise assistance, Errands (post office, dry cleaning), Playing games (cards, board games), Walking/exercise assistance, Financial management assistance (budgeting)"
172,"Wilburn, Jessica",89,61426,"Castleton","IL","Music and entertainment, Pet care, Travel companionship, Legal assistance referrals, Cooking meals, Personal care (dressing, bathing - non-medical), Playing games (cards, board games), Home maintenance (minor repairs), Pet care, Music and entertainment"
173,"Suh, Brandon",70,80031,"Westminster","CO","Housekeeping, Home maintenance (minor repairs), Arts and crafts activities, Transportation to appointments, Personal care (dressing, bathing - non-medical), Gardening, Travel companionship, Transportation to appointments"
174,"Lugo, Jacqueline",65,28038,"Earl","NC","Tech support (computers, phones), Reading aloud (books, newspapers), Home maintenance (minor repairs), Respite care (for family caregivers)"
175,"al-Beydoun, Mamdooh",88,56646,"Gully","MN","Medication reminders (non-medical), Educational programs, Personal care (dressing, bathing - non-medical), Housekeeping, Companionship (social activities), Music and entertainment"
176,"Brown, Seth",72,48980,"Lansing","MI","Errands (post office, dry cleaning), Errands (post office, dry cleaning), Legal assistance referrals, Mental wellness support (non-clinical)"
177,"Brewer, William",78,16635,"Duncansville","PA","Home safety assessments, Financial management assistance (budgeting), Playing games (cards, board games), Travel companionship, Assistive technology training, Social event planning"
178,"el-Fadel, Rayyana",89,65036,"Gasconade","MO","Mental wellness support (non-clinical), Senior center activities, Social event planning, Home safety assessments"
179,"White, Kevin",82,94267,"Sacramento","CA","Respite care (for family caregivers), Accessibility modifications (home), Arts and crafts activities, Arts and crafts activities"
180,"Pham, Candice",92,30024,"Suwanee","GA","Pet care, Tech support (computers, phones), Social event planning, Tech support (computers, phones), Grocery shopping, Gardening"
181,"Taylor, Kaila",74,28740,"Green Mountain","NC","Grocery shopping, Mental wellness support (non-clinical), Music and entertainment, Arts and crafts activities, Educational programs"
182,"Smith, Kendyl",78,92543,"Hemet","CA","Arts and crafts activities, Accessibility modifications (home), Legal assistance referrals, Assistive technology training, Pet care"
183,"Mcinnis, Cheyenne",86,23453,"Virginia Beach","VA","Mental wellness support (non-clinical), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical)"
184,"Tan, David",77,99202,"Spokane","WA","Tech support (computers, phones)"
185,"Gutierrez, Raquel",86,67020,"Burrton","KS","Arts and crafts activities, Social event planning"
186,"Amos, Ashley",79,94938,"Lagunitas","CA","Mental wellness support (non-clinical), Errands (post office, dry cleaning), Assistive technology training, Social event planning, Social event planning, Cooking meals, Music and entertainment"
187,"Chee, Destiny",65,6524,"Bethany","CT","Transportation to appointments, Volunteer coordination, Volunteer coordination, Pet care, Volunteer coordination, Educational programs, Transportation to appointments, Senior center activities, Home maintenance (minor repairs)"
188,"el-Khalid, Thaamira",95,57741,"Fort Meade","SD","Reading aloud (books, newspapers), Senior center activities"
189,"Ross, Ayrika",76,95559,"Phillipsville","CA","Tech support (computers, phones), Housekeeping, Grocery shopping, Gardening, Errands (post office, dry cleaning), Medication reminders (non-medical), Reading aloud (books, newspapers), Walking/exercise assistance"
190,"Iron Cloud-Gresko, Kayla",66,71226,"Chatham","LA","Grocery shopping, Fall prevention assistance, Arts and crafts activities, Gardening, Playing games (cards, board games), Mental wellness support (non-clinical), Playing games (cards, board games)"
191,"Hairston-Mcneil, Vanessa",79,1229,"Glendale","MA","Assistive technology training, Social event planning, Assistive technology training, Volunteer coordination, Transportation to appointments, Housekeeping, Travel companionship, Mental wellness support (non-clinical), Reading aloud (books, newspapers), Cooking meals"
192,"Fanucchi, Brianna",65,78960,"Warda","TX","Assistive technology training, Legal assistance referrals, Senior center activities, Financial management assistance (budgeting), Accessibility modifications (home)"
193,"Young, Desiree",91,21918,"Conowingo","MD","Home safety assessments, Tech support (computers, phones)"
194,"Nosker, April",89,24751,"Wolfe","WV","Volunteer coordination, Music and entertainment, Volunteer coordination, Arts and crafts activities, Social event planning, Personal care (dressing, bathing - non-medical), Transportation to appointments, Grocery shopping"
195,"Cardona, Irving",79,30914,"Augusta","GA","Grocery shopping, Educational programs, Medication reminders (non-medical), Personal care (dressing, bathing - non-medical), Personal care (dressing, bathing - non-medical), Fall prevention assistance"
196,"Love, Justin",66,60062,"Northbrook","IL","Fall prevention assistance, Legal assistance referrals, Educational programs"
197,"Wallace, Adeline",66,69355,"Melbeta","NE","Music and entertainment, Playing games (cards, board games)"
198,"Duran, Issac",95,71676,"Wilmot","AR","Tech support (computers, phones), Reading aloud (books, newspapers), Volunteer coordination, Walking/exercise assistance, Mental wellness support (non-clinical)"
199,"Larkin, Coleman",88,63623,"Belleview","MO","Tech support (computers, phones)"
200,"Flemmer, David",95,21826,"Fruitland","MD","Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Gardening, Fall prevention assistance, Companionship (social activities)"
201,"Jutting, Nino",85,10598,"Yorktown Heights","NY","Social event planning, Gardening, Financial management assistance (budgeting), Walking/exercise assistance, Home maintenance (minor repairs), Fall prevention assistance, Home safety assessments, Errands (post office, dry cleaning)"
202,"Cheng, Katrina",65,30662,"Royston","GA","Respite care (for family caregivers), Pet care, Cooking meals, Home safety assessments, Medication reminders (non-medical), Mental wellness support (non-clinical), Financial management assistance (budgeting), Educational programs"
203,"Owens, Ian",91,50595,"Webster City","IA","Housekeeping, Assistive technology training"
204,"Sanders, Brandon",67,40250,"Louisville","KY","Legal assistance referrals, Walking/exercise assistance, Gardening, Senior center activities"
205,"el-Naqvi, Aasim",75,68930,"Blue Hill","NE","Senior center activities, Accessibility modifications (home), Assistive technology training, Travel companionship, Gardening, Walking/exercise assistance, Personal care (dressing, bathing - non-medical)"
206,"Vidana, Celina",90,11021,"Great Neck","NY","Home safety assessments, Reading aloud (books, newspapers)"
207,"Coleman, Cierra",87,30656,"Monroe","GA","Accessibility modifications (home), Travel companionship, Educational programs, Walking/exercise assistance, Fall prevention assistance, Medication reminders (non-medical), Travel companionship"
208,"Nguyen, Annie",71,59275,"Westby","MT","Mental wellness support (non-clinical), Social event planning, Grocery shopping, Social event planning, Travel companionship, Home maintenance (minor repairs), Legal assistance referrals, Gardening"
209,"Suzuki, Steven",91,95637,"Guinda","CA","Financial management assistance (budgeting)"
210,"Robinson III, Christopher",77,97023,"Estacada","OR","Arts and crafts activities, Reading aloud (books, newspapers), Cooking meals, Tech support (computers, phones), Assistive technology training, Assistive technology training, Accessibility modifications (home)"
211,"al-Sham, Abdul Hai",88,24739,"Princeton","WV","Walking/exercise assistance"
212,"Erig, Jalhon",66,89127,"Las Vegas","NV","Playing games (cards, board games), Assistive technology training, Home maintenance (minor repairs)"
213,"Huynh, Changseok",85,21234,"Parkville","MD","Senior center activities, Arts and crafts activities"
214,"Vasquez, Ricardo",93,45344,"New Carlisle","OH","Walking/exercise assistance, Travel companionship, Transportation to appointments, Gardening"
215,"Bell, Brandon",93,25728,"Huntington","WV","Housekeeping, Gardening"
216,"Velez, Mayra",72,90306,"Inglewood","CA","Reading aloud (books, newspapers), Legal assistance referrals, Pet care, Transportation to appointments, Assistive technology training, Personal care (dressing, bathing - non-medical), Housekeeping, Arts and crafts activities, Grocery shopping, Gardening"
217,"Avila, Shaniece",83,33781,"Pinellas Park","FL","Social event planning, Gardening"
