"volunteer_id","name","major_city","state","lat","lng","availability","radius_willingness","acceptance_probability"
905,"Tromble, Charlayna","Portland","PA",40.9,-75.1,"Sat 9-12, Fri 12-3, Wed 6-9",23,0.796361251035705
906,"Sanchez, John Paul","Nahcotta","WA",NA,NA,"Fri 9-12, Fri 6-9",28,0.728623962262645
907,"Upchurch, Jason","Martville","NY",43.26,-76.62,"Sat 9-12, Thu 9-12, Thu 3-6",18,0.793959426227957
908,"Nguyen, Madeline","Atlanta","GA",NA,NA,"Mon 9-12, Fri 3-6, Sat 3-6",14,0.782835206016898
909,"Salido, Lucas","Uvalda","GA",32,-82.5,"Wed 3-6, Tue 12-3",26,0.575637588161044
910,"el-Rauf, Hamna","Iowa Park","TX",34,-98.7,"Fri 9-12, Thu 9-12, Tue 3-6",25,0.815480634802952
911,"al-Pasha, Shakeel","Odell","OR",NA,NA,"Thu 9-12, Fri 3-6",18,0.867361192009412
912,"Curtis, Andrew","Knoxboro","NY",42.96,-75.49,"Sun 9-12, Sat 3-6",21,0.621498827589676
913,"Her, Khadijah","Indian Head","PA",40.03,-79.4,"Thu 6-9, Thu 6-9, Mon 6-9",14,0.729291436262429
914,"Hu, Andrew","Wadena","IA",42.85,-91.67,"Tue 6-9, Wed 9-12",14,0.963112560333684
915,"Burton, Brandon","Leavenworth","IN",38.2,-86.4,"Wed 12-3, Sun 9-12",15,0.984898443915881
916,"Castellot, Daizha","Denver","CO",NA,NA,"Fri 9-12, Mon 3-6",23,0.771403644350357
917,"Berg, Dallas","Ford Cliff","PA",40.761,-79.535,"Mon 6-9, Mon 9-12",16,0.817778323194943
918,"Soria, Dyllan","Mesquite","NV",NA,NA,"Fri 3-6, Tue 6-9",11,0.559557819156907
919,"el-El-Sayed, Aliyya","Richmond","VA",NA,NA,"Sun 3-6, Tue 6-9",29,0.865234047872946
920,"Maes, Thalia","El Paso","TX",NA,NA,"Fri 12-3, Tue 6-9, Sun 3-6",10,0.939864277257584
921,"al-Hares, Kaatima","Paxton","IL",40.5,-88.1,"Fri 6-9, Sat 6-9, Sat 9-12",26,0.789402707945555
922,"Johnson, Janetta","Curtis","AR",NA,NA,"Sun 3-6, Mon 9-12, Tue 3-6",20,0.909235454513691
923,"Lloyd, Jessica","Joliet","IL",41.5,-88.04,"Tue 9-12, Thu 9-12",15,0.581667912425473
924,"Balagat, Andrew","Tanacross","AK",63.385,-143.347,"Wed 6-9, Wed 3-6, Fri 12-3",20,0.963708418421447
925,"Frazier, Stephen","Sanford","FL",28.8,-81.3,"Wed 12-3, Sun 3-6",16,0.949133075075224
926,"al-Mahfouz, Najma","Alba","MI",44.975,-84.97,"Sun 12-3, Tue 6-9, Wed 9-12",23,0.90513915347401
927,"al-Sader, Taariq","Honolulu","HI",NA,NA,"Mon 6-9, Tue 6-9, Wed 9-12",26,0.825240371283144
928,"Tobar, Selena","Durand","IL",42.43,-89.29,"Fri 3-6, Fri 6-9, Fri 12-3",12,0.596706793876365
929,"Oliver, Lisa","El Dorado","AR",NA,NA,"Wed 6-9, Wed 9-12, Sun 3-6",20,0.819435680285096
930,"Porras Barrientos, Nichole","Toccoa","GA",34.6,-83.3,"Sun 12-3, Thu 12-3, Mon 3-6",18,0.806202491279691
931,"Bivings, Makenzie","Charlotte","NC",35.1,-81,"Tue 12-3, Fri 3-6",29,0.970845938310958
932,"al-Amir, Jalaal","Fairwater","WI",43.74,-88.87,"Fri 12-3, Thu 3-6",30,0.725722251576371
933,"el-Munir, Zubaida","Adak","AK",52,0,"Mon 3-6, Sat 3-6, Sat 6-9",18,0.86705118091777
934,"Weaks, Rashawna","Sullivan","IN",NA,NA,"Sun 9-12, Wed 3-6",16,0.52351134584751
935,"O'Hara, Xiaoran","Skellytown","TX",35.6,-101.2,"Mon 9-12, Sat 9-12, Sun 9-12",30,0.547070483327843
936,"el-Azzi, Faarooq","Los Angeles","CA",33.96,-118.27,"Wed 9-12, Sat 12-3, Thu 12-3",14,0.657526748953387
937,"el-Hadi, Taamira","Homeland","CA",33.75,-117.1,"Thu 3-6, Fri 6-9, Sun 12-3",30,0.5326652971562
938,"al-Diab, Mahdeeya","Alvord","TX",33.4,-97.7,"Sun 9-12, Tue 9-12, Mon 9-12",14,0.621497060521506
939,"Loma, Brendan","Pawtucket","RI",41.88,-71.39,"Wed 9-12, Wed 3-6, Tue 3-6",10,0.780377752962522
940,"Truong, Sarah","Apison","TN",35.02,-85.02,"Wed 6-9, Fri 6-9",14,0.555513157043606
941,"Schwarz, Emily","Sacramento","CA",NA,NA,"Thu 6-9, Mon 9-12, Tue 12-3",18,0.977541093016043
942,"el-Mahmud, Muzaina","Chicago","IL",41.88,-87.629,"Sun 12-3, Mon 3-6, Thu 12-3",28,0.982060319161974
943,"Mclaughlin, Trace","New York","NY",40.759,-73.981,"Thu 3-6, Sat 3-6, Wed 9-12",29,0.683634468819946
944,"Lopez, Isaiah","Brunswick","MO",39.46,-93.08,"Sun 9-12, Tue 6-9, Thu 6-9",16,0.992361505632289
945,"Ingram, Markus","Garland","TX",NA,NA,"Sun 6-9, Thu 3-6",20,0.798812566674314
946,"Gaytan Giron, Antonio","Beachwood","OH",41.47,-81.51,"Thu 3-6, Mon 6-9",27,0.654859865782782
947,"Pinnecoose, Cheyenne","Aurora","CO",NA,NA,"Thu 9-12, Tue 9-12",14,0.802978602121584
948,"Perales, Jesse","Montrose","GA",32.57,-83.15,"Thu 12-3, Sun 12-3",14,0.889804119011387
949,"Kemp, Melissa","Vallejo","CA",38.1,-122.25,"Wed 9-12, Fri 3-6, Thu 3-6",30,0.877974145929329
950,"al-Atallah, Adeeb","Balfour","ND",48,-100.6,"Mon 12-3, Sun 6-9, Thu 12-3",13,0.729190767859109
951,"Daughtrey, Ashley","San Antonio","TX",29.56,-98.37,"Sun 9-12, Tue 9-12, Sun 12-3",23,0.910748394555412
952,"al-Shaker, Fuaada","Winston Salem","NC",NA,NA,"Mon 9-12, Sat 6-9",17,0.814266423811205
953,"al-Salahuddin, Shadhaa","Bridgeport","CT",41.18,-73.17,"Wed 6-9, Tue 9-12, Mon 12-3",16,0.912103227339685
954,"Sheppard, Jordyn","Clayton","OH",39.85,-84.34,"Mon 9-12, Tue 6-9, Thu 6-9",29,0.528806500136852
955,"Daniel, Kenneth","Clermont","IA",43.03,-91.67,"Fri 12-3, Sat 6-9, Sun 12-3",14,0.874599236762151
956,"Willoughby, Adriano","Des Moines","IA",NA,NA,"Sat 3-6, Thu 9-12",13,0.809940065955743
957,"Patel, Luaci","Ogden","IL",40.2,-88,"Wed 9-12, Fri 9-12, Sat 12-3",21,0.687865989399143
958,"Picard, Kyler","Chatsworth","IL",40.7,-88.3,"Tue 6-9, Tue 6-9, Mon 9-12",28,0.811003353330307
959,"Murray, Keiley","Limestone","NY",42.1,-78.6,"Sat 3-6, Sun 6-9, Sat 3-6",25,0.746641782694496
960,"al-Asad, Shaaheen","Stanton","TN",35.5,-89.4,"Wed 3-6, Wed 9-12, Tue 9-12",26,0.867990826023743
961,"Her, Alexis","Danbury","TX",29.22,-95.29,"Fri 6-9, Wed 12-3",16,0.855487079359591
962,"Fahoury, Josiah","Romulus","MI",42.2,-83.35,"Sun 9-12, Sat 3-6",23,0.795450492878444
963,"Carey, Tyler","Lindsborg","KS",38.6,-97.7,"Thu 9-12, Thu 9-12",19,0.923418063553981
964,"Landin, Eva","Brazoria","TX",29,-95.6,"Sat 12-3, Wed 6-9",10,0.874287282233126
965,"Hinojos-Guerra, Brian","Tiffin","OH",41.1,-83.2,"Thu 6-9, Thu 3-6",22,0.881616087863222
966,"Scharig, Caroline","San Francisco","CA",NA,NA,"Sun 9-12, Tue 12-3, Sat 3-6",30,0.591199413174763
967,"Camara, Fossy","Tyler","TX",32.3,-95.1,"Sun 3-6, Mon 12-3",30,0.853539130301215
968,"Quiroz, Miguel","Atlantic","VA",37.91,-75.51,"Thu 9-12, Wed 9-12, Wed 6-9",12,0.75677216204349
969,"Schneider, Rachel","Houston","TX",NA,NA,"Tue 12-3, Fri 6-9, Mon 12-3",25,0.989228620310314
970,"el-Rad, Zaahir","Beckville","TX",32.3,-94.5,"Thu 3-6, Wed 9-12, Wed 6-9",16,0.960180340800434
971,"Velazquez-Casias, Isabela","Belgrade","MT",46,-111.1,"Wed 12-3, Mon 12-3",15,0.813758812961169
972,"Ortega, Jocelyn","Plainfield","IN",NA,NA,"Mon 12-3, Mon 6-9, Fri 6-9",14,0.909397955983877
973,"el-Muhammad, Mu'mina","Franklin Park","IL",41.93,-87.89,"Sun 6-9, Thu 6-9",14,0.799470432568341
974,"el-Karim, Mahaa","Merrifield","VA",NA,NA,"Fri 6-9, Sun 6-9",29,0.910156464553438
975,"Cheek, Chloe","Austin","TX",30.24,-97.75,"Mon 6-9, Sat 3-6",19,0.838845151243731
976,"Lopez, Jacob","Sioux Falls","SD",NA,NA,"Thu 9-12, Thu 12-3",21,0.839158875751309
977,"Tran, Ashley","Green Mountain Falls","CO",38.92,-104.96,"Sun 6-9, Sat 6-9, Thu 9-12",16,0.929053476080298
978,"Cerqueira, Oluwole","Waco","NC",35.365,-81.428,"Mon 12-3, Mon 12-3, Wed 12-3",15,0.851027718628757
979,"Dincola, Caleb","Frisco","NC",35.2,-75.6,"Thu 3-6, Wed 9-12",17,0.931028410443105
980,"Smith, Travis","Bronx","NY",40.84,-73.88,"Wed 3-6, Thu 12-3",14,0.613922296790406
981,"Lo, Hung","Osage Beach","MO",38.14,-92.66,"Wed 12-3, Mon 3-6",23,0.695195762673393
982,"Salazar, Marciece","Duke","OK",34.6,-99.6,"Sun 9-12, Wed 6-9",19,0.848833662690595
983,"Mejia, Sergio","Chromo","CO",37.2,-107,"Wed 9-12, Mon 9-12, Sat 9-12",11,0.97495645028539
984,"Yu, Kevin","Philadelphia","PA",39.99,-75.11,"Sun 9-12, Fri 3-6",10,0.816844986053184
985,"Guion, Joseph","Kimballton","IA",41.66,-95.07,"Sat 6-9, Mon 12-3",23,0.624591484316625
986,"Pourier, Olivia","Flint","MI",NA,NA,"Sat 6-9, Fri 9-12",13,0.911321121500805
987,"Martinez, Tyler","Avon","IL",40.6,-90.4,"Mon 3-6, Sat 9-12, Sun 6-9",17,0.76590691797901
988,"Chavarria, Raelynn","Spangler","PA",40.62,-78.78,"Thu 6-9, Mon 3-6",27,0.620444212225266
989,"el-Khalil, Baaqir","Russellville","AL",34.5,-87.6,"Wed 3-6, Fri 6-9, Tue 12-3",14,0.544694276060909
990,"Trimble, Erin","Marsteller","PA",40.64,-78.8,"Tue 9-12, Sun 6-9, Fri 12-3",24,0.524923606426455
991,"Culpepper, Hannah","Henley","MO",38.36,-92.3,"Fri 12-3, Fri 3-6, Sun 3-6",27,0.654648073832504
992,"Zotto, Shayla","Leon","OK",33.9,-97.4,"Sat 6-9, Sat 3-6, Tue 9-12",27,0.796479975571856
993,"Joe, Matthew","Cabin Creek","WV",38.1,-81.5,"Sat 3-6, Tue 12-3",19,0.665866143186577
994,"el-Saeed, Ismad","Piermont","NY",41.04,-73.91,"Mon 3-6, Mon 3-6, Fri 9-12",23,0.861954254331067
995,"Kim, Brandon","Eddington","ME",44.8,-68.6,"Fri 9-12, Mon 9-12",21,0.628164657158777
996,"el-Abdallah, Shaahida","Colorado Springs","CO",38.74,-104.81,"Mon 9-12, Wed 12-3, Sat 3-6",17,0.677384192706086
997,"el-Hamad, Shihaab","Syosset","NY",40.83,-73.5,"Sun 9-12, Sun 12-3",25,0.66268246085383
998,"Rinhart, Jaime","Yarmouth","ME",43.79,-70.16,"Tue 12-3, Sat 6-9",12,0.508833774365485
999,"Autterson, Brittany","Falcon","KY",NA,NA,"Mon 3-6, Mon 9-12",10,0.907292641000822
1000,"el-Hashmi, Waajida","Santa","ID",47.2,-116.6,"Thu 9-12, Fri 9-12",23,0.613831347087398
