"volunteer_id","name","major_city","state","skills","availability"
144,"Pham, Annie","Albuquerque","NM","Tech support (computers, phones, tablets), Tech support (computers, phones, tablets), Transportation (driving, accompanying), Home accessibility modifications, Arts and crafts instruction, Meal preparation and cooking, Gardening and yard work, Financial management assistance (budgeting)","Mon 9-12, Mon 9-12, Mon 9-12"
145,"Waldroup, Keyabu","Laings","OH","Meal preparation and cooking","Mon 9-12, Tue 14-17"
146,"Rocha, Caleb","Saint Johns","OH","Walking and exercise assistance, Gardening and yard work, Educational program development, Senior center activities organization","Mon 9-12, Tue 14-17"
147,"el-Aydin, Rasheeda","Pittsfield","NH","Personal care assistance (dressing, bathing), Home accessibility modifications, Medication reminders (non-medical), Financial management assistance (budgeting)","Tue 14-17, Tue 14-17, Mon 9-12"
148,"Silas, Gabriela","Akron","OH","Reading aloud (books, newspapers), Transportation (driving, accompanying), Walking and exercise assistance, Mental wellness support (non-clinical)","Mon 9-12, Mon 9-12, Tue 14-17"
149,"Smith, Christina","Belzoni","MS","Reading aloud (books, newspapers), Personal care assistance (dressing, bathing), Senior center activities organization, Financial management assistance (budgeting), Grocery shopping assistance, Meal preparation and cooking, Arts and crafts instruction","Mon 9-12, Tue 14-17, Mon 9-12"
150,"Alexis, Darryl","Powhatan","VA","Financial management assistance (budgeting), Fall prevention assistance, Medication reminders (non-medical), Music and entertainment (playing instruments, singing), Volunteer coordination, Assistive technology training, Assistive technology training","Mon 9-12, Tue 14-17"
151,"Corlew, Nicolas","Salt Lake City","UT","Senior center activities organization, Mental wellness support (non-clinical), Grocery shopping assistance, Tech support (computers, phones, tablets), Meal preparation and cooking, Respite care (for family caregivers), Transportation (driving, accompanying)","Tue 14-17, Mon 9-12"
152,"Rasmussen, Jennifer","Monticello","MN","Minor home repairs (plumbing, electrical), Medication reminders (non-medical), Legal assistance referrals, Housekeeping and cleaning, Mental wellness support (non-clinical), Playing games (cards, board games), Respite care (for family caregivers), Walking and exercise assistance","Mon 9-12, Mon 9-12"
153,"Duran, Dalene","Beverly","WV","Medication reminders (non-medical)","Mon 9-12, Mon 9-12"
154,"Begay, Rhiannon","Millington","MD","Playing games (cards, board games)","Tue 14-17, Mon 9-12, Tue 14-17"
155,"Teuton, Wesley","Red Oak","IA","Home safety assessments, Volunteer coordination","Mon 9-12, Mon 9-12"
156,"Hill, Kaci","Mill Creek","OK","Medication reminders (non-medical), Gardening and yard work, Tech support (computers, phones, tablets), Running errands (post office, pharmacy), Playing games (cards, board games), Social event planning, Pet care (walking, feeding), Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17, Mon 9-12"
157,"Purdham, Xavier","Knoxville","IA","Educational program development, Walking and exercise assistance","Tue 14-17, Mon 9-12"
158,"Pope, Randall","Washington","DC","Mental wellness support (non-clinical), Travel companionship, Gardening and yard work, Senior center activities organization","Tue 14-17, Tue 14-17"
159,"Sinouansai, Hyo","Davis","CA","Music and entertainment (playing instruments, singing)","Tue 14-17, Mon 9-12"
160,"Valdez, Austin","Haines City","FL","Gardening and yard work, Respite care (for family caregivers), Mental wellness support (non-clinical), Social event planning, Volunteer coordination, Gardening and yard work, Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Mon 9-12"
161,"Roman, Sheree","Hartland","MN","Companionship (social outings, visits), Tech support (computers, phones, tablets), Fall prevention assistance, Home accessibility modifications, Music and entertainment (playing instruments, singing), Gardening and yard work, Fall prevention assistance","Tue 14-17, Mon 9-12, Mon 9-12"
162,"Bartley, Alena","Valentines","VA","Walking and exercise assistance, Pet care (walking, feeding)","Tue 14-17, Mon 9-12"
163,"Walters, Paul","Cullom","IL","Companionship (social outings, visits), Home accessibility modifications, Housekeeping and cleaning, Reading aloud (books, newspapers), Home safety assessments, Walking and exercise assistance, Meal preparation and cooking, Home accessibility modifications","Tue 14-17, Mon 9-12"
164,"Tran, Alan","Arapahoe","NC","Playing games (cards, board games), Travel companionship","Tue 14-17, Mon 9-12, Mon 9-12"
165,"Juarez Chavez, Yaneli","Woodsboro","TX","Medication reminders (non-medical), Mental wellness support (non-clinical), Mental wellness support (non-clinical), Companionship (social outings, visits)","Mon 9-12, Tue 14-17, Mon 9-12"
166,"Bailey, Michael","Germfask","MI","Medication reminders (non-medical), Transportation (driving, accompanying), Pet care (walking, feeding), Volunteer coordination, Housekeeping and cleaning, Personal care assistance (dressing, bathing), Meal preparation and cooking, Assistive technology training","Mon 9-12, Tue 14-17"
167,"al-Salah, Waleeda","Austin","TX","Grocery shopping assistance, Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17"
168,"Rice, Theodore","Hazel Green","KY","Respite care (for family caregivers), Senior center activities organization, Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Walking and exercise assistance","Mon 9-12, Mon 9-12"
169,"Stephens, Christopher","Colesburg","IA","Financial management assistance (budgeting), Personal care assistance (dressing, bathing), Transportation (driving, accompanying), Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing), Travel companionship, Pet care (walking, feeding)","Tue 14-17, Mon 9-12"
170,"Ortega, Scott","Sammamish","WA","Transportation (driving, accompanying), Arts and crafts instruction, Playing games (cards, board games), Pet care (walking, feeding), Fall prevention assistance, Financial management assistance (budgeting)","Tue 14-17, Tue 14-17"
171,"Miller, Lauren","Bigfork","MN","Housekeeping and cleaning, Volunteer coordination, Assistive technology training, Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12"
172,"Gonzalez, Yiuchi","Harrodsburg","KY","Respite care (for family caregivers), Music and entertainment (playing instruments, singing), Financial management assistance (budgeting), Gardening and yard work, Gardening and yard work, Minor home repairs (plumbing, electrical), Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17"
173,"Clayton, Patrick","New Iberia","LA","Legal assistance referrals","Mon 9-12, Tue 14-17"
174,"Gonzalez, Ryler","Union Grove","NC","Social event planning, Educational program development, Financial management assistance (budgeting), Playing games (cards, board games), Transportation (driving, accompanying), Fall prevention assistance, Companionship (social outings, visits), Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17, Tue 14-17"
175,"el-Noor, Fat'hiyaa","Seminole","FL","Senior center activities organization, Respite care (for family caregivers), Mental wellness support (non-clinical), Music and entertainment (playing instruments, singing), Pet care (walking, feeding), Home accessibility modifications, Respite care (for family caregivers)","Tue 14-17, Tue 14-17"
176,"Cruz, Ismariel","Helendale","CA","Grocery shopping assistance, Playing games (cards, board games), Personal care assistance (dressing, bathing), Home accessibility modifications","Tue 14-17, Mon 9-12"
177,"Robinson, Alexander","Buchanan","VA","Senior center activities organization, Pet care (walking, feeding)","Mon 9-12, Mon 9-12"
178,"Moss, Michelle","Raleigh","NC","Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17"
179,"Bible, Devante","Glenwood","GA","Senior center activities organization, Music and entertainment (playing instruments, singing), Fall prevention assistance, Assistive technology training, Meal preparation and cooking, Music and entertainment (playing instruments, singing), Home safety assessments, Social event planning","Mon 9-12, Tue 14-17, Mon 9-12"
180,"al-Mahmoud, Daif","Randolph","WI","Tech support (computers, phones, tablets), Playing games (cards, board games), Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12"
181,"Sandrock, Amy","New Orleans","LA","Travel companionship, Personal care assistance (dressing, bathing), Playing games (cards, board games), Financial management assistance (budgeting), Fall prevention assistance, Social event planning, Personal care assistance (dressing, bathing), Social event planning","Mon 9-12, Tue 14-17, Tue 14-17"
182,"Konishi, Vannyda","Trilby","FL","Educational program development, Social event planning","Mon 9-12, Mon 9-12"
183,"Lewis, Marcellus","Clopton","AL","Minor home repairs (plumbing, electrical)","Tue 14-17, Mon 9-12"
184,"Dorrance, Tommy","Burton","OH","Arts and crafts instruction, Personal care assistance (dressing, bathing), Music and entertainment (playing instruments, singing), Pet care (walking, feeding)","Tue 14-17, Mon 9-12"
185,"Gonzales, Crystal","Lehi","UT","Gardening and yard work, Housekeeping and cleaning, Legal assistance referrals, Medication reminders (non-medical), Meal preparation and cooking","Tue 14-17, Tue 14-17, Mon 9-12"
186,"Vang, Kuan-Hsuen","Glouster","OH","Running errands (post office, pharmacy), Educational program development, Home safety assessments, Pet care (walking, feeding), Arts and crafts instruction, Companionship (social outings, visits)","Mon 9-12, Mon 9-12"
187,"Warren, Travis","Dennis Port","MA","Financial management assistance (budgeting), Fall prevention assistance, Senior center activities organization","Tue 14-17, Tue 14-17, Tue 14-17"
188,"al-Shams, Sahheeda","Lubbock","TX","Volunteer coordination","Mon 9-12, Tue 14-17, Mon 9-12"
189,"Ghirmai, Aaliyah","Kinston","NC","Walking and exercise assistance, Gardening and yard work, Social event planning, Travel companionship, Running errands (post office, pharmacy), Home accessibility modifications, Social event planning","Tue 14-17, Tue 14-17"
190,"Rice, Madalyn","Fruitland","IA","Respite care (for family caregivers), Arts and crafts instruction","Tue 14-17, Tue 14-17, Tue 14-17"
191,"al-Afzal, Zuhra","Lakeland","FL","Fall prevention assistance, Running errands (post office, pharmacy), Home accessibility modifications, Assistive technology training","Tue 14-17, Mon 9-12"
192,"Montes, Dion","Washington","DC","Home accessibility modifications, Educational program development, Social event planning, Grocery shopping assistance, Running errands (post office, pharmacy), Meal preparation and cooking, Assistive technology training","Mon 9-12, Mon 9-12"
193,"Moreland, Saige","Clio","MI","Senior center activities organization, Fall prevention assistance, Playing games (cards, board games)","Tue 14-17, Mon 9-12"
194,"Herrera-Alaniz, Jayson","Sacramento","CA","Fall prevention assistance, Reading aloud (books, newspapers), Housekeeping and cleaning","Tue 14-17, Mon 9-12, Mon 9-12"
195,"Raiburn, Alicia","Colorado Springs","CO","Social event planning, Gardening and yard work, Minor home repairs (plumbing, electrical), Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Mon 9-12"
196,"Doherty, Harmony","Helmetta","NJ","Gardening and yard work, Respite care (for family caregivers)","Tue 14-17, Mon 9-12, Mon 9-12"
197,"Roybal, Nicolena","Clyo","GA","Walking and exercise assistance, Minor home repairs (plumbing, electrical), Meal preparation and cooking, Educational program development, Personal care assistance (dressing, bathing), Medication reminders (non-medical)","Mon 9-12, Mon 9-12"
198,"Mcdaniel, Celina","Washington","DC","Home safety assessments, Medication reminders (non-medical), Gardening and yard work, Walking and exercise assistance, Social event planning","Mon 9-12, Tue 14-17"
199,"Morgan, Omari","Greenville","KY","Tech support (computers, phones, tablets), Meal preparation and cooking, Companionship (social outings, visits), Assistive technology training, Transportation (driving, accompanying)","Tue 14-17, Mon 9-12, Tue 14-17"
200,"Dickson, Natascia","Lafe","AR","Companionship (social outings, visits), Home safety assessments, Financial management assistance (budgeting), Arts and crafts instruction","Mon 9-12, Tue 14-17"
